tu_id	speaker	start	end	parent_tu_id	text
38	PSB031_trad	77.987	79.000	37	non troppo
86	PSB031_trad	160.213	162.893	85	ci incontriamo in ristorante in ucraina
90	PSB005_trad	165.767	166.978	89	una casualità
138	PSB030_trad	271.426	272.800	137	ora mi servirebbe proprio una pausa
225	PSB030_trad	425.780	432.200	224	inizia mangiare tonno qui
241	PSB031_trad	458.410	460.740	240	quando inizia la guerra in ucraina
246	PSB031_trad	470.100	471.813	245	inizio a mangiare tutto
248	PSB031_trad	472.220	474.450	247	mangio davvero molto e
250	PSB031_trad	474.750	476.607	249	ho sei chili in più
253	PSB031_trad	477.550	478.780	252	per due mesi
265	PSB031_trad	503.850	506.292	264	penso di smettere di nuovo
277	PSB030_trad	526.014	528.403	276	a che cosa assomigliano?
299	PSB030_trad	563.478	565.181	298	amarena
315	PSB031_trad	585.407	588.020	314	si chiamano in qualche modo diverso
317	PSB030_trad	587.024	589.160	316	no tu cosa vuoi dire?
320	PSB030_trad	589.780	592.667	319	no uguale ho guardato uguale
331	PSB030_trad	603.819	605.592	330	si scrive uguale
357	PSB030_trad	638.800	640.853	356	sottile sottile non lo so
405	PSB031_trad	760.400	761.830	404	grande
435	PSB030_trad	822.587	823.387	434	mi sembra uguale
437	PSB031_trad	824.387	827.619	436	ma ogni giorno guardiamo uno nuovo
519	PSB030_trad	970.423	978.181	518	ma ora aprire nuovi direzione
596	PSB031_trad	1115.000	1117.205	595	a che età andare scuola
599	PSB031_trad	1117.588	1118.206	598	la prima scuola
635	PSB031_trad	1172.196	1173.402	634	per me anche
648	PSB031_trad	1194.990	1201.196	647	in grande compagnia loro producono
650	PSB031_trad	1203.598	1206.804	649	cornici per finestre per
654	PSB031_trad	1210.010	1210.783	653	si chiama
690	PSB031_trad	1270.988	1272.566	689	mah anche un milione
695	PSB031_trad	1284.198	1288.386	694	movimento verso
697	PSB031_trad	1288.590	1290.000	696	verso un posto sicuro
715	PSB030_trad	1320.587	1322.587	714	bombardare
891	PSB030_trad	1654.186	1655.800	890	anche tu
1061	PSB005_trad	2005.574	2008.387	1060	classe operaia
1072	PSB030_trad	2039.387	2042.819	1071	uguale lingua spagnola in spagnolo
1100	PSB005_trad	2091.187	2094.787	1099	è difficile sto cercando di spiegare una cosa difficile
1112	PSB030_trad	2115.987	2122.000	1111	nostra lingua è è gruppo slavo
1135	PSB031_trad	2160.774	2162.374	1134	è tutto diverso
