tu_id	speaker	start	end	parent_tu_id	text
157	???_trad	353.398	354.611	156	oh yussef
166	PSB141_trad	379.408	380.689	165	"il ""campagnolo"" farà da ""campagnolo"""
168	???_trad	381.000	381.772	167	che fate?
595	PSB141_trad	1377.392	1379.227	594	lascialo stare ecco tieni
600	PSB141_trad	1381.206	1382.770	599	lascialo stare che ora non ha tempo
603	PSB141_trad	1384.000	1385.021	602	lascialo stare
605	PSB141_trad	1386.078	1387.227	604	lascia il ragazzo riposarsi
609	PSB141_trad	1390.598	1391.825	608	ma vuoi svegliarlo?
632	???_trad	1442.794	1444.914	631	l'ho comprato
634	PSB141_trad	1445.049	1446.725	633	guarda se c'è vicino al letto
