tu_id	speaker	start	end	parent_tu_id	text
526	PSB091_trad	1042.387	1043.077	525	sì sasha
528	PSB091_trad	1045.524	1046.265	527	sono a casa dove
532	PSB091_trad	1057.713	1058.210	531	dove vai
534	PSB091_trad	1063.812	1064.845	533	con quali ragazzi
536	PSB091_trad	1068.630	1069.177	535	sasha
538	PSB091_trad	1084.431	1085.869	537	digli che lo vuoi per te
540	PSB091_trad	1087.597	1088.597	539	e non per i ragazzi
543	PSB091_trad	1093.425	1093.945	542	va bene
545	PSB091_trad	1095.856	1096.308	544	ciao
1204	PSB091_trad	2628.781	2629.193	1203	sì
1206	PSB091_trad	2630.600	2632.644	1205	te li mando te li mando
1208	PSB091_trad	2634.062	2634.604	1207	ciao
