tu_id	speaker	start	end	parent_tu_id	text
1	PSB118_trad	1.200	2.350	0	amo questo nuovo maglione
3	PSB118_trad	3.610	4.430	2	questo vestito
126	PSB095_trad	376.770	377.470	125	costoso
190	PSB118_trad	553.680	554.820	189	facevi questi fermagli per capelli
217	PSB118_trad	616.050	616.850	216	molto rilassato
249	PSB118_trad	686.580	687.840	248	laurea a breve
375	PSB118_trad	977.800	978.630	374	passaporto
378	PSB118_trad	979.420	981.100	377	ovviamente il passaporto
395	PSB118_trad	1014.740	1015.950	394	bene quello fallimento
410	PSB118_trad	1041.020	1042.950	409	infatti sono in una posizione molto grato
440	PSB118_trad	1104.200	1107.050	439	???
471	PSB095_trad	1192.930	1196.990	470	perché mi sento in imbarazzo a non saper typare
479	PSB118_trad	1209.980	1212.210	478	perché a volte tipo con giada esce fuori questo argomento
504	PSB118_trad	1258.920	1260.870	503	io apple ( ) ad ogni costo
522	PSB118_trad	1301.700	1304.720	521	io le ho detto aspetta un secondo fammici pensare
524	PSB095_trad	1302.860	1303.470	523	aspetta
574	PSB118_trad	1416.650	1421.730	573	no è un po' più l'ambiente ecco l'ambiente t d l
578	PSB095_trad	1426.940	1429.440	577	però imbarazzante veramente perché tipo lei
590	PSB095_trad	1457.940	1460.607	589	okay ti hanno fatto il lavaggio del cervello ma non a questo punto cioè
615	PSB095_trad	1519.910	1521.020	614	no mega imbarazzante
626	PSB118_trad	1547.150	1547.890	625	sono solo un ragazzo
628	PSB095_trad	1547.920	1548.820	627	sono solo una ragazza
687	PSB095_trad	1694.510	1695.980	686	imbarazzante
702	PSB118_trad	1727.190	1728.180	701	vuoi delle patatine?
705	PSB118_trad	1728.960	1729.770	704	delle patatine
707	PSB095_trad	1730.670	1732.020	706	vuoi delle patatine?
709	PSB095_trad	1732.280	1734.590	708	oh grazie
712	PSB095_trad	1735.890	1737.410	711	perché sei così carina
714	PSB095_trad	1737.810	1739.520	713	oh sei americana?
719	PSB118_trad	1744.750	1745.730	718	sì
722	PSB118_trad	1746.910	1747.900	721	sei americana?
725	PSB118_trad	1749.080	1750.240	724	intelligentona
733	PSB118_trad	1757.320	1764.320	732	un commento più spinto no non più spinto però tipo uno erano i primi giorni ad anversa che ero andato in un festival musicale
757	PSB118_trad	1799.690	1802.520	756	no poi è vero che molte persone del sud sembrano
768	PSB118_trad	1818.370	1819.950	767	orgoglioso di essere xxx
819	PSB118_trad	1942.550	1943.340	818	cavolo sta bene
