tu_id	speaker	start	end	parent_tu_id	text
527	PSB113_trad	2051.147	2052.537	526	okay la sorella del marito
529	PSB113_trad	2053.384	2054.085	528	cognata
536	PSB113_trad	2067.725	2068.451	535	cognato
541	PSB113_trad	2090.114	2093.471	540	il padre della moglie no parenti di sangue del coniuge
543	PSB113_trad	2097.048	2099.044	542	coniuge di un consanguineo
547	PSB113_trad	2102.655	2106.644	546	la sorella della madre il xx marito della sorella della madre
554	PSB113_trad	2125.401	2127.057	553	i fratelli zio
556	PSB113_trad	2127.766	2129.353	555	okay zio
559	PSB113_trad	2129.737	2130.024	557	non si chiama zio
562	PSB113_trad	2132.954	2134.365	561	cognata grande cognata piccola
565	PSB113_trad	2139.549	2142.533	564	fratello della moglie cognato maggiore cognato minore
567	PSB113_trad	2143.999	2144.843	566	sorelle della moglie
569	PSB113_trad	2145.233	2145.807	568	zia
571	PSB113_trad	2146.175	2149.377	570	sorella maggiore zia zia minore
573	PSB113_trad	2150.467	2151.734	572	cognata
576	PSB113_trad	2155.040	2160.098	575	fratello maggiore e il marito fratelli della moglie e marito
578	PSB114_trad	2157.499	2158.283	577	cosa
594	PSB113_trad	2189.655	2190.459	593	io cognata
596	PSB113_trad	2193.266	2194.857	595	se tu hai fratello maggiore cognata
603	PSB113_trad	2204.070	2204.602	602	cognata
605	PSB113_trad	2205.446	2205.979	604	cognata
608	PSB113_trad	2223.811	2225.865	607	cognata cognata fratello piccolo
612	PSB113_trad	2228.331	2229.913	611	@vittorio è per te cognato
615	PSB113_trad	2231.628	2233.717	614	qualcuno di @caterina sarebbe cognato
624	PSB113_trad	2246.512	2248.221	623	devo dire cognata
650	PSB113_trad	2308.270	2310.774	649	a moglie di mio fratello maggiore è cognata
655	PSB113_trad	2315.483	2315.951	654	cognata
663	PSB113_trad	2328.926	2329.664	662	è cognato
665	PSB113_trad	2332.348	2334.680	664	infatti cognato chiamerà cognato
