tu_id	speaker	start	end	parent_tu_id	text
25	PSB099_trad	64.150	66.036	24	mi immagino io che
62	PSB100_trad	184.620	186.950	61	dico sì sì e mi metto hai ragione
178	PSB099_trad	569.800	573.850	177	sì l'italia amore dobbiamo andarcene
181	PSB100_trad	573.710	574.930	180	ti giuro che voglio andare via
184	PSB100_trad	575.810	578.720	183	me ne voglio andare te lo giuro su dio veramente
187	PSB100_trad	579.110	584.760	186	no cioè mi sa che me la voglio rischiare frega niente nessu~ vado a spostarmi
190	PSB100_trad	585.120	585.530	189	dove?
211	PSB099_trad	623.900	626.640	210	mi dispiace mi dispiace ma
332	PSB100_trad	916.880	918.880	331	allora vedi hai la testa dura
343	PSB100_trad	974.990	976.510	342	in questo c'è del buono in questo c'è del buono
390	PSB100_trad	1076.040	1078.953	389	non puoi mettere cioè pendolare?
395	PSB100_trad	1083.060	1086.664	394	cioè okay no io pensavo cioè pensavo che potevi cioè okay
415	PSB100_trad	1117.080	1124.470	414	sì no no no però sbriga cioè fai pressione cioè cioè per dire della
419	PSB100_trad	1124.810	1128.500	418	digli dammi sti cavolo di quattro milioni di euro che non è una cosa così
645	PSB099_trad	1669.790	1670.700	644	innanzitutto
