tu_id	speaker	start	end	parent_tu_id	text
266	PSB051_trad	511.000	513.242	265	com'è stato? come l'ha fatta sentire?
315	PSB051_trad	596.792	598.231	313	questi sono gamberi
317	PSB051_trad	598.335	599.163	316	questi sono gamberi
398	PSB051_trad	748.995	751.510	397	xx la vostra casa non è a dhaka?
417	PSB052_trad	775.614	787.971	415	ho detto proprio questo non fuori roma non bologna allora noi siamo fuori dhaka sì a shariatpur xxx non fuori dhaka proprio a shariatpur
593	PSB052_trad	1163.592	1164.378	592	non sei venuto in aereo?
605	PSB053_trad	1181.167	1183.080	604	sedici ventiquattro
607	PSB051_trad	1183.214	1184.719	606	ma ci vive qualcuno?
609	PSB053_trad	1184.784	1186.629	608	se sono quattro ore non sono sedici ore
616	PSB053_trad	1192.164	1197.643	615	primo atterri turchia primo nove ore
647	PSB051_trad	1265.686	1267.611	646	da quanti anni è in italia?
