tu_id	speaker	start	end	parent_tu_id	text
26	PSB119_trad	43.138	45.049	25	
29	PSB119_trad	45.645	46.130	28	
49	PSB119_trad	80.472	81.816	48	
66	PSB105_trad	96.240	97.766	63	
73	PSB105_trad	101.676	102.820	72	e tu sei quello
81	PSB119_trad	111.313	111.800	80	
140	PSB105_trad	211.682	213.420	139	
228	PSB104_trad	371.075	372.033	227	che cosa solitaria
236	PSB105_trad	384.139	385.687	235	
239	PSB105_trad	387.475	390.450	238	
241	PSB119_trad	387.955	388.415	240	
243	PSB105_trad	390.635	394.006	242	
287	PSB119_trad	473.020	475.623	286	
312	PSB120_trad	504.359	505.308	311	ho un esame
316	PSB120_trad	507.874	510.230	315	
318	PSB119_trad	510.260	511.080	317	
323	PSB119_trad	516.125	517.245	322	
404	PSB120_trad	681.512	683.500	403	
406	PSB120_trad	683.550	684.025	405	
410	PSB120_trad	687.185	687.825	409	
412	PSB120_trad	688.190	688.950	411	
415	PSB120_trad	689.535	691.475	414	
418	PSB120_trad	693.035	694.392	417	
421	PSB120_trad	694.773	697.253	420	
424	PSB120_trad	697.386	698.113	423	
427	PSB120_trad	698.886	704.980	426	
437	PSB119_trad	726.713	727.973	436	
439	PSB120_trad	728.473	730.146	438	
441	PSB120_trad	731.100	731.946	440	
443	PSB119_trad	732.179	733.086	442	#_
466	PSB120_trad	762.691	763.225	465	
477	PSB120_trad	778.893	779.770	476	
480	PSB120_trad	779.920	780.505	478	
487	PSB120_trad	787.344	788.596	486	forse non lo so
489	PSB120_trad	788.717	790.646	488	perché mi ridanno numero bene quindi
496	PSB120_trad	798.810	799.260	495	
498	PSB120_trad	799.360	800.345	497	
545	PSB120_trad	857.815	858.990	544	
547	PSB120_trad	859.115	860.135	546	
558	PSB120_trad	874.767	878.046	557	
615	PSB119_trad	990.730	991.645	614	
620	PSB120_trad	997.100	997.865	619	
623	PSB120_trad	998.565	999.005	622	
625	PSB120_trad	1000.135	1002.874	624	
643	PSB119_trad	1037.170	1038.140	642	
645	PSB120_trad	1038.814	1042.442	644	
647	PSB120_trad	1043.120	1043.967	646	
649	PSB120_trad	1044.964	1048.886	648	
651	PSB120_trad	1048.990	1050.366	650	
657	PSB120_trad	1054.626	1055.458	656	
659	PSB119_trad	1055.585	1057.255	658	
661	PSB120_trad	1055.605	1058.396	660	
663	PSB120_trad	1058.933	1063.010	662	
665	PSB120_trad	1063.230	1071.133	664	
667	PSB120_trad	1071.346	1076.303	666	
669	PSB119_trad	1075.375	1076.295	668	
671	PSB120_trad	1076.655	1079.255	670	
674	PSB120_trad	1079.770	1080.990	673	
676	PSB120_trad	1081.077	1082.765	675	
678	PSB119_trad	1082.775	1083.130	677	
680	PSB120_trad	1083.125	1085.210	679	
682	PSB120_trad	1085.510	1088.572	681	
684	PSB120_trad	1089.171	1090.441	683	
686	PSB120_trad	1090.830	1096.047	685	
688	PSB120_trad	1096.474	1102.096	687	
690	PSB119_trad	1103.288	1105.277	689	
692	PSB120_trad	1105.674	1106.770	691	
695	PSB120_trad	1107.640	1109.080	694	
697	PSB119_trad	1108.505	1109.625	696	
699	PSB120_trad	1109.685	1111.221	698	
701	PSB119_trad	1111.230	1111.740	700	
703	PSB120_trad	1112.072	1115.727	702	
707	PSB120_trad	1116.735	1118.110	706	
709	PSB120_trad	1118.975	1121.850	708	
711	PSB120_trad	1122.449	1125.219	710	
715	PSB120_trad	1125.880	1127.627	714	
717	PSB120_trad	1127.685	1129.050	716	
746	PSB120_trad	1194.521	1195.465	745	
752	PSB120_trad	1202.840	1204.940	751	
754	PSB120_trad	1205.575	1210.545	753	
797	PSB119_trad	1309.830	1315.720	796	usiamo etnia di xinjiang come una schiavo per raccogliere
858	PSB105_trad	1444.463	1447.410	857	perché gli europei sono molto arrapati
861	PSB120_trad	1448.450	1449.500	860	
