tu_id	speaker	start	end	parent_tu_id	text
91	PSB102_trad	201.504	202.380	90	come si dice registrazione?
103	PSB103_trad	217.966	221.167	102	ti pia~ ti piace stare qui
106	PSB103_trad	221.216	223.291	105	no qua
121	PSB102_trad	278.683	283.608	120	teoria?
213	PSB101_trad	506.216	511.017	212	cioè da quando sei venuta in Italia non sei più tornata?
303	PSB103_trad	710.216	711.407	302	stai zitta stronza
404	PSB101_trad	909.754	911.069	403	sua mamma ha tante tartarughe
480	PSB101_trad	1093.730	1099.925	479	qualche giorno fa quando è piovuto forte c'era qualche prooblema a casa tua？mi hai detto che a casa vostra c'era qualche problema
494	PSB102_trad	1121.800	1122.570	493	sul soffitto
496	PSB101_trad	1123.375	1124.225	495	a che piano sei?
498	PSB101_trad	1125.825	1126.562	497	a che piano?
504	PSB103_trad	1130.186	1131.025	503	terzo piano
553	PSB103_trad	1238.400	1241.399	552	ah ah sei mai stata a chongqing?
600	PSB103_trad	1325.058	1327.466	599	ci sono tanti americani a shanghai
606	PSB103_trad	1332.033	1333.508	605	è giusto giusto giusto giusto giusto
613	PSB103_trad	1340.547	1341.167	612	americani
627	PSB103_trad	1360.238	1361.284	626	ciao ragazzi
629	PSB103_trad	1361.447	1364.708	628	perché lo diceva sempre lo diceva sempre la professoressa yan
634	PSB101_trad	1368.482	1368.924	633	estero
636	PSB103_trad	1369.287	1369.837	635	io
638	PSB101_trad	1370.491	1370.907	637	estero
640	PSB103_trad	1371.191	1372.049	639	estero
642	PSB101_trad	1375.807	1376.457	641	paese
644	PSB103_trad	1376.826	1377.693	643	stranieri?
732	PSB102_trad	1562.570	1563.740	731	che cos'e?
808	PSB102_trad	1690.946	1692.794	807	esiste? non credo che ci sia
810	PSB101_trad	1693.030	1693.870	809	non mi ricordo più
1152	PSB102_trad	2385.795	2386.756	1151	stanno parlano dei tuoi coinquilini
1154	PSB101_trad	2386.778	2391.961	1153	non è non è lei è è quel eh la studentessa straniera dell'università della california
1293	PSB102_trad	2657.780	2658.580	1292	che? che cos'è?
1295	PSB101_trad	2659.460	2667.000	1294	è proprio quella mochi ah si chiama mochi? mi sembra che si chiami mochi oh mochi mochi mochi
1298	PSB102_trad	2664.900	2665.500	1297	mochi
1379	PSB101_trad	2794.757	2796.500	1378	quale il tuo segno zodiacale? tigre
1381	PSB102_trad	2796.509	2797.157	1380	bue
1383	PSB101_trad	2797.278	2797.704	1382	bue
1395	PSB102_trad	2809.065	2810.260	1394	ottanta novantotto
1402	PSB101_trad	2814.961	2815.680	1401	in questo caso il tuo segno non era tigre?
1404	PSB102_trad	2815.680	2818.696	1403	perché sono nata prima del capodanno
1406	PSB101_trad	2817.296	2819.996	1405	ah dici secondo il calendario lunare
1411	PSB102_trad	2823.804	2826.504	1410	quale il suo segno se è nato nel duemiladue?
1413	PSB101_trad	2827.000	2828.404	1412	bue o coniglio
1416	PSB101_trad	2829.504	2833.300	1415	drago serpente cosa ci sono dopo coniglio drago e serpente?
1418	PSB102_trad	2833.304	2837.304	1417	tigre coniglio bue o tigre bue coniglio drago serpente cavallo
1420	PSB101_trad	2835.287	2836.008	1419	coniglio drago e serpente
1422	PSB101_trad	2837.246	2837.680	1421	cavallo
1424	PSB102_trad	2837.654	2840.963	1423	cavallo pecora pecora scimmia gallo
1426	PSB101_trad	2838.750	2840.508	1425	pecora scimmia
1631	PSB101_trad	3257.710	3258.988	1630	sai scrivere i caratteri in cinese tradizionale?
1645	PSB101_trad	3273.710	3275.002	1644	anche macao parla
1669	PSB101_trad	3303.595	3305.561	1668	accento pechinese è più vicino a mandarino?
1672	PSB101_trad	3305.988	3311.340	1670	dicono che il cinese parlato in hebei sia quello standard ho sentito che c'è un posto in hebei dove il mandarino è parlato nel modo più simile alla lingua standard
1674	PSB102_trad	3307.788	3308.267	1673	sì
1677	PSB102_trad	3312.517	3316.188	1676	ma ora non parliamo più molto il dialetto di pechino parliamo
1679	PSB101_trad	3314.674	3315.395	1678	pechinese
1823	PSB102_trad	3613.705	3616.150	1822	come si dice profondità? cioè
1828	PSB102_trad	3630.519	3636.748	1827	eh come si dice profondità? cioè
1832	PSB102_trad	3641.148	3655.405	1831	perché quando cerco di capire l'italiano posso trovare in cinese una traduzione corrispondente che sia relativamente più dettagliata rispetto a quella in italiano
1860	PSB101_trad	3705.853	3706.598	1859	parli tu
1884	PSB101_trad	3753.201	3756.807	1883	di dove sono? che parli con loro?
1888	PSB101_trad	3757.096	3759.891	1887	parlate dialetto o mandarino?
1890	PSB103_trad	3759.490	3761.246	1889	sono pechinesi?
1905	PSB101_trad	3780.985	3782.346	1904	silvia è fujianese?
1908	PSB102_trad	3784.129	3787.207	1907	secondo me sì dalla mia impressione sì
1928	PSB102_trad	3822.196	3824.491	1927	non sono molto sicura
1994	PSB101_trad	3931.183	3934.489	1993	dicono che la zona sopra huáng hé o cháng jiāng non è abitabile?
1996	PSB102_trad	3934.500	3936.994	1995	esiste questo modo di dire?
1998	PSB101_trad	3936.259	3936.718	1997	esiste
2002	PSB101_trad	3939.587	3940.994	2001	secondo me è il fiume giallo
2006	PSB101_trad	3947.859	3949.981	2005	da voi ci sono tempeste di sabbia in inverno vero?
2012	PSB101_trad	3956.812	3959.006	2011	quelle tempeste di sabbia
2014	PSB102_trad	3958.094	3959.400	2013	mongolia
2024	PSB101_trad	3971.153	3971.859	2023	sei mai stata a mongolia?
2026	PSB103_trad	3971.159	3972.306	2025	sei mai stata a mongolia
2028	PSB102_trad	3972.747	3974.250	2027	sono stata a mongolia interna
2062	PSB101_trad	4030.864	4034.994	2061	la distanza da pechino allo xinjiang richiede quante ore? in aereo circa otto ore credo mi sembra che il volo più lungo impieghi
2064	PSB102_trad	4034.989	4036.724	2063	non sono molto sicura
2066	PSB101_trad	4036.730	4037.706	2065	doveva essere otto ore
