token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB141	0	0	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=1.204	_	_	_	_
0-1	PSB141	0	0	1	cosa:	cosa	_	_	_	_	_	linguistic	_	none	_	End=2.408	3x1	_	_	_
1-0	PSB140	1	1	0	buonasera	buonasera	_	_	_	_	_	linguistic	_	none	_	Begin=3.0|End=4.0	_	_	_	_
2-0	PSB140	2	2	0	siamo	siamo	_	_	_	_	_	linguistic	_	none	_	Begin=4.816	_	_	_	_
2-1	PSB140	2	2	1	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PSB140	2	2	2	procinto	procinto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PSB140	2	2	3	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PSB140	2	2	4	fare	fare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PSB140	2	2	5	le	le	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-6	PSB140	2	2	6	zucchine	zucchine	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-7	PSB140	2	2	7	ripiene	ripiene	_	_	_	_	_	linguistic	_	none	_	End=7.877	_	_	_	_
3-0	PSB141	3	3	0	>cosa	cosa	_	_	_	_	_	linguistic	_	none	_	Begin=11.408	_	Fast=0-4(0)	_	_
3-1	PSB141	3	3	1	devo	devo	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-4(0)	_	_
3-2	PSB141	3	3	2	fare<	fare	_	_	_	_	_	linguistic	_	none	_	End=12.112	_	Fast=0-4(0)	_	_
4-0	PSB140	4	4	0	mi	mi	_	_	_	_	_	linguistic	_	none	_	Begin=12.112	_	_	_	_
4-1	PSB140	4	4	1	devi	devi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PSB140	4	4	2	dare	dare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB140	4	4	3	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PSB140	4	4	4	coltello	coltello	_	_	_	_	_	linguistic	_	none	_	End=13.398	_	_	_	_
5-0	PSB141	5	5	0	oka:y	okay	_	_	_	_	_	linguistic	_	none	_	Begin=13.602|End=14.592	2x1	_	_	_
6-0	PSB141	6	6	0	(°quindici°)	quindici	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=21.418|End=22.194	_	_	0-8(0)	_
7-0	PSB141	7	7	0	ecco	ecco	_	_	_	_	_	linguistic	_	none	_	Begin=25.806	_	_	_	_
7-1	PSB141	7	7	1	qua	qua	_	_	_	_	_	linguistic	_	none	_	End=26.616	_	_	_	_
8-0	PSB140	8	8	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=27.5	_	_	_	_
8-1	PSB140	8	8	1	ascolta	ascolta	_	_	_	_	_	linguistic	_	none	_	End=28.816	_	_	_	_
9-0	PSB141	9	9	0	s[ì]	sì	_	_	_	_	_	linguistic	_	none	_	Begin=29.01|End=29.295	_	_	_	1-2(1)
10-0	PSB140	10	10	0	[b]isogna	bisogna	_	_	_	_	_	linguistic	_	none	_	Begin=29.229	_	_	_	0-1(1)
10-1	PSB140	10	10	1	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-2	PSB140	10	10	2	vieni	vieni	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-3	PSB140	10	10	3	qua	qua	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-4	PSB140	10	10	4	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-5	PSB140	10	10	5	che	che	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
10-6	PSB140	10	10	6	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
10-7	PSB140	10	10	7	tagli	tagli	_	_	_	_	_	linguistic	_	none	_	End=31.571	_	_	_	_
11-0	PSB141	11	11	0	va	va	_	_	_	_	_	linguistic	_	none	_	Begin=32.408	_	_	_	_
11-1	PSB141	11	11	1	bene	bene	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-2	PSB141	11	11	2	arrivo	arrivo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-3	PSB141	11	11	3	aspetta	aspetta	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-4	PSB141	11	11	4	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-5	PSB141	11	11	5	attimo	attimo	_	_	_	_	_	linguistic	_	none	_	End=34.084	_	_	_	_
12-0	PSB141	12	12	0	okay	okay	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	Begin=35.99	_	_	_	_
12-1	PSB141	12	12	1	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
12-2	PSB141	12	12	2	dimmi	dimmi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-3	PSB141	12	12	3	cosa,	cosa	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=37.388	_	_	_	_
13-0	PSB140	13	13	0	devi	devi	_	_	_	_	_	linguistic	_	none	_	Begin=37.796	_	_	_	_
13-1	PSB140	13	13	1	tagliare	tagliare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-2	PSB140	13	13	2	qui	qui	_	_	_	_	_	linguistic	_	none	_	End=39.013	_	_	_	_
14-0	PSB141	14	14	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=39.408|End=40.257	_	_	_	_
