token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	0	0	bene	bene	_	_	_	_	_	linguistic	_	none	_	Begin=1.6	_	_	_	_
0-1	PSB005	0	0	1	ehm:	ehm	_	_	_	_	_	linguistic	_	none	_	End=3.27	2x1	_	_	_
1-0	PSB005	1	1	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=3.7	_	_	_	_
1-1	PSB005	1	1	1	mi	mi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PSB005	1	1	2	dicevi	dicevi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-3	PSB005	1	1	3	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-4	PSB005	1	1	4	sei	sei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-5	PSB005	1	1	5	stato	stato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-6	PSB005	1	1	6	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-7	PSB005	1	1	7	cina	cina	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-8	PSB005	1	1	8	adesso?	adesso	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=5.626	_	_	_	_
2-0	PSB078	2	2	0	a:h	ah	_	_	_	_	_	linguistic	_	none	_	Begin=5.64	0x1	_	_	_
2-1	PSB078	2	2	1	>sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-2(0)	_	_
2-2	PSB078	2	2	2	sì<	sì	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-2(0)	_	_
2-3	PSB078	2	2	3	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PSB078	2	2	4	stato:::	stato	_	_	_	_	_	linguistic	_	none	_	_	4x3	_	_	_
2-5	PSB078	2	2	5	ultimamente::	ultimamente	_	_	_	_	_	linguistic	_	none	_	_	10x2	_	_	_
2-6	PSB078	2	2	6	qualche	qualche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-7	PSB078	2	2	7	mese	mese	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-8	PSB078	2	2	8	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-9	PSB078	2	2	9	cina.	cina	_	_	_	_	_	linguistic	_	none	Intonation=Falling	_	_	_	_	_
2-10	PSB078	2	2	10	esatto	esatto	_	_	_	_	_	linguistic	_	none	_	End=10.57	_	_	_	_
3-0	PSB005	3	3	0	com~	com~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	Begin=10.75	_	_	_	_
3-1	PSB005	3	3	1	come	come	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PSB005	3	3	2	mai?	mai	_	_	_	_	_	linguistic	_	none	Intonation=Rising	_	_	_	_	_
3-3	PSB005	3	3	3	per:	per	_	_	_	_	_	linguistic	_	none	_	End=12.04	2x1	_	_	_
4-0	PSB005	4	4	0	[per	per	_	_	_	_	_	linguistic	_	none	_	Begin=12.186	_	_	_	0-3(0)
4-1	PSB005	4	4	1	eh]	eh	_	_	_	_	_	linguistic	_	none	_	End=12.709	_	_	_	0-2(0)
5-0	PSB078	5	5	0	[mah	mah	_	_	_	_	_	linguistic	_	none	_	Begin=12.19	_	_	_	0-3(0)
5-1	PSB078	5	5	1	per	per	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(0)
5-2	PSB078	5	5	2	vacan]za	vacanza	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-5(0)
5-3	PSB078	5	5	3	per	per	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PSB078	5	5	4	e::h	eh	_	_	_	_	_	linguistic	_	none	_	_	0x2	_	_	_
5-5	PSB078	5	5	5	sai	sai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-6	PSB078	5	5	6	vedere	vedere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-7	PSB078	5	5	7	i:	i	_	_	_	_	_	linguistic	_	none	_	_	0x1	_	_	_
5-8	PSB078	5	5	8	parenti:	parenti	_	_	_	_	_	linguistic	_	none	_	End=16.652	6x1	_	_	_
