token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	0	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=1.34|End=1.918	_	_	_	_
1-0	PSB005	1	1	0	bene	bene	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	Begin=2.2	_	_	_	_
1-1	PSB005	1	1	1	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
1-2	PSB005	1	1	2	benissimo	benissimo	_	_	_	_	_	linguistic	_	none	_	End=3.341	_	_	_	_
2-0	PSB066	2	2	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=3.42|End=3.85	_	_	_	_
3-0	PSB005	3	3	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=3.95	_	_	_	_
3-1	PSB005	3	3	1	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PSB005	3	3	2	prima	prima	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PSB005	3	3	3	domanda	domanda	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	PSB005	3	3	4	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	PSB005	3	3	5	vi	vi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	PSB005	3	3	6	volevo	volevo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-7	PSB005	3	3	7	fare	fare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-8	PSB005	3	3	8	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-9	PSB005	3	3	9	questa.	questa	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=6.71	_	_	_	_
4-0	PSB005	4	4	0	q-	q-	_	_	_	_	_	linguistic	_	none	Interrupted=Yes|PauseAfter=Yes	Begin=8.15	_	_	_	_
4-1	PSB005	4	4	1	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
4-2	PSB005	4	4	2	questa	questa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB005	4	4	3	scuola	scuola	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PSB005	4	4	4	qui	qui	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
