token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB005	0	0	0	okay	okay	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	Begin=0.52	_	_	_	_
0-1	PSB005	0	0	1	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-2	PSB005	0	0	2	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PSB005	0	0	3	curiosissima	curiosissima	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PSB005	0	0	4	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PSB005	0	0	5	sapere	sapere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	PSB005	0	0	6	cosa	cosa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	PSB005	0	0	7	fanno	fanno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	PSB005	0	0	8	i	i	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-9	PSB005	0	0	9	ragazzi	ragazzi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-10	PSB005	0	0	10	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-11	PSB005	0	0	11	scuola	scuola	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-12	PSB005	0	0	12	adesso	adesso	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
0-13	PSB005	0	0	13	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-14	PSB005	0	0	14	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-15	PSB005	0	0	15	bologna	bologna	_	_	_	_	_	linguistic	_	none	_	End=5.553	_	_	_	_
1-0	PSB021	1	1	0	mhmh	mhmh	_	_	_	_	_	linguistic	_	none	_	Begin=5.613|End=5.993	_	_	_	_
