token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB121	0	0	sti	sti	_	_	_	_	_	linguistic	_	none	_	Begin=0.04	_	_	_	_
0-1	PSB121	0	1	giorni	giorni	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PSB121	0	2	ho	ho	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PSB121	0	3	visto	visto	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
0-4	PSB121	0	4	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-5	PSB121	0	5	°(in	in	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	0-2(0)	_
0-6	PSB121	0	6	internet)°	internet	_	_	_	_	_	linguistic	_	none	Volume=low	End=3.43	_	_	0-8(0)	_
1-0	PSB122	1	0	((rumore_di_automobile))	((rumore_di_automobile))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=0.047|End=1.22	_	_	_	_
2-0	PSB121	2	0	che	che	_	_	_	_	_	linguistic	_	none	_	Begin=3.48	_	_	_	_
2-1	PSB121	2	1	anche	anche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PSB121	2	2	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PSB121	2	3	pri:ma	prima	_	_	_	_	_	linguistic	_	none	_	_	2x1	_	_	_
2-4	PSB121	2	4	(anche)	anche	_	_	_	_	_	linguistic	_	none	_	_	_	_	0-5(0)	_
2-5	PSB121	2	5	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-6	PSB121	2	6	cina	cina	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-7	PSB121	2	7	esiste:va	esisteva	_	_	_	_	_	linguistic	_	none	_	_	5x1	_	_	_
2-8	PSB121	2	8	però	però	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-9	PSB121	2	9	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-10	PSB121	2	10	e:ra	era	_	_	_	_	_	linguistic	_	none	_	_	0x1	_	_	_
2-11	PSB121	2	11	(devota),	devota	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=8.67	_	_	0-6(1)	_
3-0	PSB121	3	0	poi	poi	_	_	_	_	_	linguistic	_	none	_	Begin=8.98	_	_	_	_
3-1	PSB121	3	1	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PSB121	3	2	era	era	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
3-3	PSB121	3	3	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
3-4	PSB121	3	4	prodotti	prodotti	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
3-5	PSB121	3	5	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
